,case_number,year,type,country,activity,injury,mes,deceso,genero,especies,edad
444,2007.12.18,2007,Unprovoked,australia,Surfing,Severe lacerations to right buttock,Dec,N,M,Unspecified,31.0
445,2007.12.14,2007,Invalid,australia,Swimming,Lacerations to left forearm,Dec,Unknown,M,Unspecified,34.0
446,2007.12.10,2007,Unprovoked,usa,Surfing,"No injury, shark bit surfboard ",Dec,N,M,Tiger,52.0
447,2007.11.07,2007,Unprovoked,south africa,Surfing,Lacerations to feet,Nov,N,M,Unspecified,14.0
448,2007.11.06,2007,Unprovoked,usa,Surfing,Cut to right knee,Nov,N,M,Unspecified,21.0
449,2007.11.04,2007,Unprovoked,usa,Surfing,Lacerations to right leg,Nov,N,M,Unspecified,42.0
450,2007.11.03,2007,Unprovoked,south africa,Surfing,Lacerations to thigh,Nov,N,M,White,37.0
451,2007.10.29,2007,Unprovoked,usa,Floating,Lacerations to left lower leg,Oct,N,M,Tiger,32.0
452,2007.10.15,2007,Unprovoked,australia,Surf-skiing,small laceration to wrist,Oct,N,F,White,52.0
453,2007.10.13,2007,Unprovoked,australia,Spearfishing,Laceration to calf,Oct,N,M,Unspecified,31.0
454,2007.10.07,2007,Unprovoked,usa,Surfing,4 scratches on left hand,Oct,N,M,Unspecified,22.0
455,2007.10.06,2007,Unprovoked,usa,Surfing,Severe lacerations to right hand,Oct,N,M,Unspecified,16.0
456,2007.09.30.a,2007,Unprovoked,new caledonia,Swimming,FATAL,Sep,Y,F,Tiger,23.0
457,2007.09.28,2007,Unprovoked,bahamas,Spearfishing,Thigh bitten,Sep,N,F,Unspecified,48.0
458,2007.09.27.a,2007,Unprovoked,egypt,Swimming,"Severe lacerations to lower left leg, ankle and foot",Sep,N,F,White,18.0
459,2007.09.20,2007,Unprovoked,usa,Surfing,Small lacerations to bottom of right big toe,Sep,N,M,Unspecified,23.0
460,2007.09.16.a,2007,Unprovoked,usa,Surfing,"No injury, surfboard bitten",Sep,N,F,Unspecified,27.89
461,2007.09.13,2007,Unprovoked,usa,Snorkeling,"Minor injury, shark latched onto his abdomen",Sep,N,M,Unspecified,14.0
462,2007.09.03.b,2007,Unprovoked,usa,Jumping,Tiny punctures to arm,Sep,N,F,Unspecified,12.0
463,2007.09.03.a,2007,Unprovoked,usa,Swimming,"3"" laceration to left forearm",Sep,N,M,Unspecified,58.0
464,2007.08.28.b,2007,Unprovoked,usa,Body boarding,Laceration to right heel,Aug,N,M,Tiger,15.0
465,2007.08.28.a,2007,Unprovoked,usa,Surfing,Lacerations to thigh & torso,Aug,N,M,White,24.0
466,2007.08.26,2007,Unprovoked,usa,Surfing,Left hand  bitten,Aug,N,M,Unspecified,54.0
467,2007.08.25,2007,Unprovoked,usa,Surfing, 6 lacerations to left hand,Aug,N,M,Unspecified,27.0
468,2007.08.19.b,2007,Unprovoked,usa,Surfing,Foot bitten,Aug,N,M,Unspecified,16.0
469,2007.08.15,2007,Unprovoked,usa,Floating near boat & observing bioluminesce,Puncture wounds to torso,Aug,N,M,Bull,20.0
470,2007.08.12,2007,Unprovoked,usa,Swimming,"Minor injury, small lacerations to right foot",Aug,N,F,Unspecified,15.0
471,2007.08.07,2007,Unprovoked,usa,Jumped into the water,Lacerations to arm,Aug,N,F,Bull,19.0
472,2007.07.19.b,2007,Unprovoked,usa,Snorkeling,Left calf severely bitten,Jul,N,M,Unspecified,36.0
473,2007.07.19.a,2007,Unprovoked,australia,Wading,Calf bitten,Jul,N,M,Unspecified,15.0
474,2007.07.18.b,2007,Unprovoked,usa,Swimming,Right calf bitten,Jul,N,M,Unspecified,14.0
475,2007.07.17.b,2007,Invalid,usa,Swimming,Foot injured. Shark involvment uncomfirmed,Jul,Unknown,F,Unspecified,43.0
476,2007.07.17.a,2007,Unprovoked,usa,Wading,Lacerations to right thigh & left foot,Jul,N,F,Unspecified,30.0
477,2007.07.10,2007,Unprovoked,bahamas,Spearfishing,"Lacerations to thumb, ring and pinky fingers of right hand ",Jul,N,F,Bull,48.0
478,2007.06.25,2007,Unprovoked,usa,Surfing,6 to 8 puncture wounds to right hand,Jun,N,M,Unspecified,20.0
479,2007.06.17,2007,Invalid,usa,Surfing,Superficial injuries to upper leg may have been caused by surfboard fin,Jun,Unknown,F,Unspecified,9.0
480,2007.05.24,2007,Provoked,usa,Reviving a sedated shark,Left shin bitten by captive shark PROVOKED INCIDENT,May,N,F,Unspecified,40.0
481,2007.05.17.R,2007,Provoked,england,Fishing,Bitten on the nose by a hooked shark PROVOKED INCIDENT,May,N,M,Unspecified,38.0
482,2007.05.16,2007,Unprovoked,australia,Wading,Left heel & calf bitten,May,N,F,Unspecified,38.0
483,2007.05.12,2007,Unprovoked,australia,Surfing,"No injury, shark's fin caught his leg",May,N,M,Unspecified,19.0
484,2007.05.10,2007,Unprovoked,usa,Surfing,Knee bitten,May,N,F,Unspecified,21.0
485,2007.05.08,2007,Invalid,australia,Swimming,Shark involvement prior to death unconfirmed,May,Unknown,M,Unspecified,45.0
486,2007.05.07.b,2007,Unprovoked,usa,Snorkeling,Right foot bitten,May,N,F,Tiger,63.0
487,2007.05.07.a,2007,Unprovoked,usa,Swimming,Circular bite on left thigh,May,N,M,Unspecified,25.0
488,2007.04.26,2007,Unprovoked,australia,Swimming / jumping off a jetty,Lower leg & foot injured,Apr,N,F,Unspecified,13.0
489,2007.04.22,2007,Unprovoked,usa,Body boarding,Left foot bitten,Apr,N,M,Unspecified,12.0
490,2007.04.20,2007,Unprovoked,usa,Surfing,Lacerations to left index finger & thumb ,Apr,N,M,Unspecified,24.0
491,2007.04.09,2007,Unprovoked,new caledonia,Surfing,Left foot bitten,Apr,N,M,Tiger,26.0
492,2007.03.31.b,2007,Unprovoked,usa,Surfing,Lacerations to right ankle ,Mar,N,M,Unspecified,27.0
493,2007.03.21,2007,Unprovoked,usa,Surfing,Punctures & lacerations to right calf & calf,Mar,N,M,Unspecified,11.0
494,2007.03.20,2007,Unprovoked,australia,Surfing,Lacerations to 3 fingers of left hand ,Mar,N,F,Unspecified,42.0
495,2007.03.12,2007,Unprovoked,australia,Swimming,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",Mar,N,F,Unspecified,59.0
496,2007.01.25.b,2007,Unprovoked,new caledonia,Spearfishing (free diving),Leg bitten,Jan,N,M,Tiger,30.0
497,2007.01.23,2007,Unprovoked,australia,Diving,Head & torso bitten,Jan,N,M,White,41.0
498,2007.01.14,2007,Unprovoked,south africa,Swimming / Body Surfing,"Presumed FATAL, body not recovered",Jan,Y,M,Tiger,24.0
499,2007.01.07,2007,Invalid,usa,Surfing,No injury,Jan,Unknown,M,Unspecified,54.0
500,2007.01.05,2007,Unprovoked,usa,Surfing,"No injury, shark removed piece of surfboard",Jan,N,M,Tiger,24.0
501,2006.12.18,2006,Unprovoked,australia,Surfing,Left leg bitten,Dec,N,M,Unspecified,25.0
502,2006.12.11,2006,Unprovoked,new zealand,Surfing,Foot bitten,Dec,N,M,Unspecified,10.0
503,2006.12.10,2006,Unprovoked,usa,Surfing,"Minor injuries, surfboard bitten",Dec,N,M,White,43.0
504,2006.12.06,2006,Provoked,south africa,Fishing,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",Dec,N,M,Unspecified,25.0
505,2006.12.02,2006,Unprovoked,australia,Body boarding,"Right leg severed, left leg lacerated",Dec,N,M,White,15.0
506,2006.11.11,2006,Unprovoked,usa,Swimming,Laceration to left thigh & left hand,Nov,N,M,Unspecified,29.0
507,2006.10.31,2006,Unprovoked,usa,Surfing,"No injury, surfboard bitten",Oct,N,M,White,22.0
508,2006.10.05,2006,Unprovoked,usa,Playing soccer in the water,Lacerations to foot,Oct,N,M,Unspecified,18.0
509,2006.09.14,2006,Unprovoked,usa,Swimming,Minor injury to left hand,Sep,N,M,Unspecified,55.0
510,2006.09.04,2006,Invalid,australia,Diving,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",Sep,Unknown,M,Unspecified,44.0
511,2006.09.03.a,2006,Unprovoked,usa,Standing,Puncture wounds and cuts to right thigh,Sep,N,M,Unspecified,33.0
512,2006.08.13,2006,Unprovoked,south africa,Lifesaving drill,Foot severed,Aug,N,M,White,24.0
513,2006.07.31.a,2006,Unprovoked,usa,Surfing,Minor injury,Jul,N,M,White,41.0
514,2006.07.28,2006,Unprovoked,south africa,Surf-skiing,"No injury, surf ski bitten",Jul,N,M,White,19.0
515,2006.07.25,2006,Unprovoked,usa,Surfing,Minor lacerations to right foot,Jul,N,M,Unspecified,14.0
516,2006.07.17,2006,Unprovoked,usa,Standing,Left ankle & foot bitten,Jul,N,M,Unspecified,49.0
517,2006.07.08.b,2006,Unprovoked,usa,Body boarding,Foot bitten,Jul,N,F,Bull,14.0
518,2006.06.20,2006,Unprovoked,usa,Surfing,2-inch puncture wounds on right foot,Jun,N,F,Unspecified,22.0
519,2006.06.15,2006,Unprovoked,usa,Surfing,Four 1-inch puncture wounds on left foot ,Jun,N,M,Unspecified,24.0
520,2006.06.07,2006,Unprovoked,usa,Playing,Lacerations & puncture wounds to left foot & buttocks,Jun,N,F,Unspecified,7.0
521,2006.06.05,2006,Unprovoked,australia,Surfing,"No injury, knocked off surfboard",Jun,N,M,White,40.0
522,2006.05.31,2006,Unprovoked,usa,Spearfishing,"4"" laceration to left forearm",May,N,M,Tiger,26.0
523,2006.05.24,2006,Provoked,usa,Spearfishing,Knee bitten after diver poked shark PROVOKED INCIDENT,May,N,M,Grey,15.0
524,2006.05.19,2006,Unprovoked,usa,Scuba diving,Laceration to leg,May,N,F,Tiger,30.0
525,2006.05.02,2006,Provoked,australia,Snorkeling,Abrasion & 6 puncture wounds on chest after grabbing the shark by its tail PROVOKED INCIDENT,May,N,M,Unspecified,46.0
526,2006.04.13,2006,Provoked,usa,Fishing,3 to 4 cm laceration on foot from hooked shark brought on board PROVOKED INCIDENT,Apr,N,M,Bull,35.0
527,2006.04.11,2006,Unprovoked,australia,Surfing,Minor laceration to left foot,Apr,N,M,Unspecified,15.0
528,2006.04.09.b,2006,Unprovoked,south africa,Body boarding,Leg bitten,Apr,N,M,Unspecified,15.0
529,2006.04.09.a,2006,Unprovoked,brazil,Swimming,Left leg bitten,Apr,N,M,Tiger,35.0
530,2006.03.23,2006,Unprovoked,usa,Surfing,5 puncture wounds in left calf,Mar,N,F,Tiger,28.0
531,2006.03.19,2006,Unprovoked,fiji,Surfing,Lacerations to right hand,Mar,N,M,Tiger,21.0
532,2006.03.15,2006,Unprovoked,australia,Surfing,"No injury, shark nudged surfboard",Mar,N,M,Unspecified,15.0
533,2006.02.27,2006,Unprovoked,usa,Standing,Deep laceration to right calf,Feb,N,F,Unspecified,15.0
534,2006.02.23,2006,Invalid,usa,Free diving,Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s,Feb,Unknown,M,Unspecified,45.0
535,2006.02.08,2006,Unprovoked,south africa,Surfing,2 bite marks on right calf,Feb,N,M,Unspecified,15.0
536,2006.02.01.b,2006,Unprovoked,tonga,Swimming,Severe bite to right leg FATAL,Feb,Y,F,Tiger,24.0
537,2006.02.01.a,2006,Boating,usa,Kayaking,No injury to occupant; shark bumped the kayak repeatedly for 15 minutes,Feb,N,M,Unspecified,57.0
538,2006.01.15,2006,Unprovoked,australia,Scuba diving,Lacerations to left elbow,Jan,N,M,White,52.0
539,2006.01.07,2006,Unprovoked,australia,Swimming,FATAL,Jan,Y,F,Bull,21.0
540,2006.01.04,2006,Unprovoked,usa,Surfing,3 puncture wounds in right wrist & hand,Jan,N,M,Unspecified,21.0
541,2005.12.24,2005,Unprovoked,usa,Surfing,Lacerations to ankle & calf,Dec,N,M,White,30.0
542,2005.12.21,2005,Unprovoked,usa,Swimming,Left hand bitten,Dec,N,M,Tiger,29.0
543,2005.12.11,2005,Unprovoked,australia,Spearfishing,Right forearm & elbow bitten,Dec,N,M,White,44.0
544,2005.11.27,2005,Unprovoked,usa,Surfing,Right thumb & palm lacerated,Nov,N,M,Unspecified,23.0
545,2005.11.25.b,2005,Unprovoked,australia,Surfing,"2 lacerations on leg, each 4"" to 5"" long",Nov,N,M,Unspecified,18.0
546,2005.11.21,2005,Unprovoked,usa,Surfing,Left foot bitten,Nov,N,M,Unspecified,30.0
547,2005.11.15,2005,Provoked,south africa,Fishing for sharks,Lacerations to hands & right leg when he tried to pull shark from the water PROVOKED INCIDENT,Nov,N,M,Unspecified,32.0
548,2005.11.12,2005,Unprovoked,usa,Surfing,Puncture wounds to right foot,Nov,N,M,Unspecified,18.0
549,2005.11.02.a,2005,Unprovoked,usa,Surfing,"No injury, board bumped",Nov,N,M,White,26.0
550,2005.10.25,2005,Unprovoked,st. maartin,Standing,Lower right leg lacerated,Oct,N,M,Unspecified,55.0
551,2005.10.22,2005,Unprovoked,south africa,Standing / Surfing,Right foot bitten,Oct,N,M,Unspecified,20.0
552,2005.10.21,2005,Unprovoked,usa,Surfing,No injury,Oct,N,M,White,36.0
553,2005.10.19,2005,Unprovoked,usa,Surfing,Leg bitten,Oct,N,F,White,20.0
554,2005.10.13,2005,Unprovoked,usa,Surfing,"No injury, surfboard bitten",Oct,N,M,Tiger,22.0
555,2005.10.11,2005,Unprovoked,grand cayman,Scuba diving,No injury ,Oct,N,F,Unspecified,57.0
556,2005.10.01,2005,Unprovoked,south africa,Surf-skiing,"No injury, shark bit ski",Oct,N,M,White,52.0
557,2005.09.24,2005,Unprovoked,australia,Surfing,Lacerations to legs,Sep,N,M,White,26.0
558,2005.09.23,2005,Unprovoked,australia,Surfing, No injury,Sep,N,M,Unspecified,44.0
559,2005.09.20,2005,Unprovoked,usa,Body surfing,"Injuries to fingers, calf  & heel",Sep,N,F,Unspecified,25.0
560,2005.09.05,2005,Unprovoked,usa,Wading,Calf severely lacerated,Sep,N,F,Bull,18.0
561,2005.09.04.a,2005,Unprovoked,australia,Surfing,Lacerations to right arm & thigh,Sep,N,M,White,40.0
562,2005.08.24.b,2005,Unprovoked,australia,Scuba diving,FATAL,Aug,Y,M,White,23.0
563,2005.08.24.a,2005,Unprovoked,usa,Surfing,Lower right leg lacerated,Aug,N,M,White,37.0
564,2005.08.22,2005,Invalid,usa,"Boogie boarding, kicked at object in the water","Laceration to knee, possibly by a  small blacktip shark",Aug,Unknown,M,Unspecified,17.0
565,2005.08.21,2005,Unprovoked,usa,Swimming,Bitten underneath left arm,Aug,N,M,Unspecified,8.0
566,2005.08.12,2005,Unprovoked,usa,Surfing,Laceration on right wrist & crescent of puncture wounds on  forearm ,Aug,N,M,Unspecified,16.0
567,2005.07.22,2005,Invalid,usa,Surfing,"Straight 2.5"" laceration on top of left ankle",Jul,Unknown,M,Unspecified,25.0
568,2005.07.15,2005,Unprovoked,usa,Swimming,Lacerations of left forearm,Jul,N,M,Unspecified,22.0
569,2005.07.13,2005,Unprovoked,usa,Holding onto an inflatable boat,Left foot bitten,Jul,N,F,Unspecified,14.0
570,2005.06.27,2005,Unprovoked,usa,Fishing,"Leg severely bitten, surgically amputated",Jun,N,M,Bull,16.0
571,2005.06.25,2005,Unprovoked,usa,Swimming with boogie board,"FATAL, leg bitten",Jun,Y,F,Bull,14.0
572,2005.06.22,2005,Unprovoked,vanuatu,Swimming,FATAL,Jun,Y,F,Unspecified,7.0
573,2005.06.18,2005,Invalid,usa,Swimming,"No injury, 2.1m [7'] tiger shark approached swimmer who repelled it with his fist",Jun,Unknown,M,Unspecified,49.0
574,2005.06.16,2005,Unprovoked,usa,Swimming,Foot bitten,Jun,N,M,Unspecified,20.0
575,2005.06.05,2005,Invalid,usa,Surfing,Dorsum of foot/ankle  injured by surfboard skeg or other inanimate object.,Jun,Unknown,M,White,17.0
576,2005.06.04,2005,Unprovoked,south africa,Spearfishing (Free diving),FATAL,Jun,Y,M,White,22.0
577,2005.05.28,2005,Unprovoked,usa,Swimming,Left foot bitten,May,N,M,Unspecified,33.0
578,2005.05.25,2005,Unprovoked,south africa,Surfing,Left buttock  & legs lacerated ,May,N,M,Unspecified,32.0
579,2005.05.02,2005,Unprovoked,usa,Surfing,"No injury, board damaged",May,N,M,Tiger,47.0
580,2005.04.25,2005,Provoked,australia,Fishing,Laceration on left thigh PROVOKED INCIDENT,Apr,N,M,Unspecified,25.0
581,2005.04.16.a,2005,Unprovoked,australia,Surfing,"No injury, board bitten",Apr,N,M,Unspecified,40.0
582,2005.03.28,2005,Unprovoked,south africa,Surfing,"Lacerations to right calf, puncture wounds on right foot",Mar,N,M,Unspecified,32.0
583,2005.03.19,2005,Unprovoked,australia,Snorkeling,FATAL,Mar,Y,M,White,26.0
584,2005.03.12,2005,Provoked,usa,Diving in aquarium display tank,2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT,Mar,N,M,Tiger,45.0
585,2005.01.08,2005,Boating,new zealand,Fishing from a kayak,"No injury, kayak bumped repeatedly",Jan,N,M,White,39.0
586,2004.12.16,2004,Unprovoked,australia,Scurfing (surfboard being  towed behind a boat),FATAL,Dec,Y,M,White,18.0
587,2004.12.11,2004,Unprovoked,australia,Spearfishing,"FATAL, leg bitten",Dec,Y,M,Bull,38.0
588,2004.11.27,2004,Unprovoked,south africa,Surfing,3 lacerations on foot,Nov,N,M,Unspecified,20.0
589,2004.11.15,2004,Unprovoked,south africa,Swimming,FATAL,Nov,Y,F,White,25.0
590,2004.11.11.b,2004,Unprovoked,usa,Surfing,"Lacerations to hand, knee & thigh ",Nov,N,F,White,38.0
591,2004.10.31,2004,Unprovoked,cuba,Diving,Left forearm bitten,Oct,N,M,Bull,40.0
592,2004.10.30.a,2004,Unprovoked,south africa,Chumming for white sharks,Right ankle & foot lacerated,Oct,N,M,White,52.0
593,2004.10.21,2004,Unprovoked,australia,Surfing,Right foot lacerated,Oct,N,M,Unspecified,59.0
594,2004.10.09.b,2004,Unprovoked,usa,Spearfishing,Left shoulder bitten,Oct,N,M,Tiger,34.0
595,2004.10.09.a,2004,Unprovoked,south africa,Surfing,Puncture wounds on right foot,Oct,N,M,Unspecified,34.0
596,2004.10.06,2004,Unprovoked,reunion,Body boarding,"Leg severely bitten, surgically amputated",Oct,N,M,Tiger,15.0
597,2004.09.20,2004,Unprovoked,usa,Surfing,Leg bitten,Sep,N,M,White,26.0
598,2004.09.04,2004,Unprovoked,usa,Jumping,Left knee & leg bitten,Sep,N,F,Unspecified,17.0
599,2004.08.21,2004,Unprovoked,brazil,Bathing,Calf bitten & both hands injured,Aug,N,M,Tiger,24.0
600,2004.08.15,2004,Unprovoked,usa,Diving,FATAL,Aug,Y,M,White,50.0
601,2004.08.06,2004,Unprovoked,usa,Swimming,"Back, buttocks, left hand & left side of face bitten",Aug,N,M,Unspecified,47.0
602,2004.07.27.b,2004,Unprovoked,usa,Swimming,Right forearm & wrist lacerated,Jul,N,F,Unspecified,13.0
603,2004.07.27.a,2004,Unprovoked,usa,Swimming,Right foot bitten,Jul,N,F,Unspecified,19.0
604,2004.07.25,2004,Unprovoked,usa,Wading / fishing & carrying a bag of fish,Right forearm nearly severed and bites above & below the right knee,Jul,N,M,Bull,11.0
605,2004.07.10,2004,Unprovoked,australia,Surfing,"FATAL, abdomen, pelvis & leg bitten      ",Jul,Y,M,Unspecified,30.0
606,2004.07.02.a,2004,Unprovoked,usa,Wading,Right foot lacerated,Jul,N,M,Unspecified,7.0
607,2004.06.26.b,2004,Unprovoked,usa,Surfing,"No injury, shark struck his board",Jun,N,M,White,45.0
608,2004.06.10.b,2004,Unprovoked,australia,Body boarding,Ankle & foot lacerated,Jun,N,M,Unspecified,17.0
609,2004.06.10.a,2004,Unprovoked,usa,Swimming,Right wrist  & left arm lacerated,Jun,N,M,Unspecified,8.0
610,2004.06.02,2004,Unprovoked,south africa,"Swimming, poaching perlemoen","FATAL, leg severed ",Jun,Y,M,White,21.0
611,2004.05.29,2004,Unprovoked,usa,Wading,Puncture wounds on shin,May,N,M,Unspecified,16.0
612,2004.05.23.b,2004,Unprovoked,brazil,Swimming,"Left hand, foot severed &  left calf & arm bitten",May,N,M,Bull,17.0
613,2004.05.28,2004,Unprovoked,usa,Surfing,No injury,May,N,M,Unspecified,44.0
614,2004.05.18,2004,Provoked,bahamas,Free diving & spearfishing,Left forearm bitten PROVOKED INCIDENT,May,N,M,Unspecified,63.0
615,2004.05.04,2004,Unprovoked,usa,Tandem surfing,"No injury, board bitten",May,N,M,Unspecified,28.0
616,2004.04.07,2004,Unprovoked,usa,Surfing,FATAL Severe wound to right thigh & calf,Apr,Y,M,Tiger,57.0
617,2004.04.05,2004,Unprovoked,south africa,Surfing,"Left leg lacerated, right leg severed above the knee ",Apr,N,M,White,16.0
618,2004.03.31.a,2004,Unprovoked,usa,Surfing,15 puncture wounds on foot,Mar,N,M,Bull,20.0
619,2004.03.29,2004,Unprovoked,brazil,Body boarding,"Lower left leg bitten, surgically amputated",Mar,N,M,Bull,22.0
620,2004.03.27.b,2004,Unprovoked,reunion,Surfing,Right thigh bitten,Mar,N,M,Unspecified,20.0
621,2004.03.16,2004,Unprovoked,usa,Surfing,"No injury, board bitten",Mar,N,M,Tiger,51.0
622,2004.02.26,2004,Unprovoked,new zealand,Surfing,Thigh lacerated,Feb,N,M,Unspecified,15.0
623,2004.02.16,2004,Invalid,australia,Free diving & spearfishing,"Disappeared while diving, may have suffered shallow water blackout. Searchers observed large tiger sharks & whaler sharks in the area",Feb,Unknown,M,Unspecified,31.0
624,2004.01.25,2004,Unprovoked,australia,Scuba diving,Left leg bitten,Jan,N,M,White,46.0
625,2004.01.21.a,2004,Unprovoked,venezuela,Spearfishing,Right leg bitten,Jan,N,M,Bull,40.0
626,2003.11.27,2003,Unprovoked,south africa,Spearfishing,"Presumed FATAL, severed hand recovered",Nov,Y,M,Tiger,21.0
627,2003.11.22,2003,Unprovoked,usa,Surfing,Severe abrasion to left lateral calf,Nov,N,F,Unspecified,35.0
628,2003.10.31.c,2003,Unprovoked,usa,Surfing,Left foot (sole) bitten,Oct,N,M,Unspecified,18.0
629,2003.10.31.b,2003,Unprovoked,australia,Surfing,Left ankle & foot lacerated,Oct,N,M,Grey,22.0
630,2003.10.31.a,2003,Unprovoked,usa,Surfing,Left arm severed below shoulder,Oct,N,F,Tiger,13.0
631,2003.10.24,2003,Invalid,usa,Snorkeling,Left forearm lacerated,Oct,Unknown,M,Unspecified,56.0
632,2003.10.14,2003,Unprovoked,usa,Surfing,Foot bitten,Oct,N,M,Unspecified,19.0
633,2003.10.05.a,2003,Unprovoked,usa,Wading near a fishing net,"Left thigh abraded, right knee and right index finger injured",Oct,N,F,Grey,41.0
634,2003.09.14.c,2003,Unprovoked,usa,Surfing,Left foot: lacerations on heel and sole,Sep,N,M,Unspecified,30.0
635,2003.09.14.a,2003,Invalid,usa,Swimming,Puncture wounds on inner thigh,Sep,Unknown,F,Unspecified,8.0
636,2003.09.13.b,2003,Unprovoked,usa,Body boarding,Left calf avulsion,Sep,N,M,Unspecified,18.0
637,2003.09.13.a,2003,Unprovoked,usa,"Standing, stepped on shark",Ankle lacerated,Sep,N,M,Unspecified,15.0
638,2003.09.12,2003,Unprovoked,south africa,Body boarding,"FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten  ",Sep,Y,M,White,19.0
639,2003.08.19,2003,Unprovoked,usa,"Swimming, wearing black wetsuit & swim fins","FATAL          Hip & upper thigh bitten, femoral artery severed ",Aug,Y,F,White,50.0
640,2003.08.12,2003,Invalid,usa,Swimming,Left ankle lacerated,Aug,Unknown,M,Unspecified,31.0
641,2003.08.08,2003,Unprovoked,south africa,Sitting on surfboard,"No injury, wetsuit torn & board bitten",Aug,N,M,White,16.0
642,2003.07.09,2003,Unprovoked,bahamas,Spearfishing,Right thigh bitten,Jul,N,M,Unspecified,58.0
643,2003.07.05.b,2003,Provoked,usa,"Walking, carrying surfboard & stepped on shark",3 puncture wounds on right lateral ankle PROVOKED INCIDENT,Jul,N,M,Unspecified,10.0
644,2003.07.04,2003,Unprovoked,bahamas,Spearfishing,Left calf bitten,Jul,N,M,Bull,39.0
645,2003.06.30,2003,Unprovoked,usa,Surfing,Right foot & toes lacerated,Jun,N,M,Unspecified,17.0
646,2003.06.26,2003,Unprovoked,usa,Surfing,Ankle lacerated,Jun,N,M,Unspecified,15.0
647,2003.06.24.b,2003,Unprovoked,usa,Standing,2 lacerations to the thigh,Jun,N,F,Unspecified,12.0
648,2003.06.24.a,2003,Unprovoked,usa,Swimming with pod of dolphins,Right foot bitten,Jun,N,M,Unspecified,60.0
649,2003.06.19,2003,Unprovoked,usa,Surfing ,Hand bitten ,Jun,N,M,Unspecified,33.0
650,2003.05.14,2003,Unprovoked,usa,Wading,Left foot bitten,May,N,M,Unspecified,22.0
651,2003.05.10,2003,Unprovoked,usa,Swimming,Right calf & heel bitten,May,N,M,Grey,20.0
652,2003.05.07,2003,Provoked,usa,Surfing,Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT,May,N,M,Unspecified,34.0
653,2003.04.23.b,2003,Unprovoked,brazil,Surfing,"Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation",Apr,N,M,Bull,17.0
654,2003.04.21.b,2003,Unprovoked,usa,Surfing,Right leg bitten,Apr,N,M,Unspecified,36.0
655,2003.04.21.a,2003,Unprovoked,usa,Surfing,Survived,Apr,N,M,Unspecified,17.0
656,2003.04.20.c,2003,Unprovoked,usa,Surfing,Left foot bitten,Apr,N,M,Unspecified,30.0
657,2003.04.20.b,2003,Unprovoked,usa,Surfing,Small lacerations to foot,Apr,N,M,Unspecified,23.0
658,2003.04.20.a,2003,Unprovoked,usa,Surfing,Left ankle bitten or right foot,Apr,N,M,Unspecified,18.0
659,2003.04.19,2003,Unprovoked,usa,Jumping,Left foot bitten,Apr,N,M,Unspecified,11.0
660,2003.04.18,2003,Unprovoked,usa,Surfing,2 lacerations on left thigh,Apr,N,M,Unspecified,12.0
661,2003.04.15,2003,Unprovoked,usa,Swimming (using a float),Left calf lacerated,Apr,N,M,Unspecified,20.0
662,2003.04.11,2003,Unprovoked,venezuela,Surfing,"Right foot bitten, left leg severed",Apr,N,M,Unspecified,28.0
663,2003.04.04,2003,Unprovoked,usa,Surfing,Left hand and wrist bitten,Apr,N,M,Unspecified,50.0
664,2003.02.27,2003,Unprovoked,new zealand,Scuba diving,Arm lacerated (shark made 3 strikes),Feb,N,M,White,44.0
665,2003.02.15.b,2003,Unprovoked,australia,Wading,Ankle lacerated,Feb,N,M,Unspecified,37.0
666,2003.02.15.a,2003,Unprovoked,usa,Swimming,Left hand bitten,Feb,N,M,Unspecified,54.0
667,2003.02.11,2003,Unprovoked,australia,Swimming,"Puncture wounds on heel, legs and buttocks",Feb,N,M,Grey,24.0
668,2003.02.08,2003,Unprovoked,australia,Swimming,FATAL,Feb,Y,M,Bull,25.0
669,2003.01.17,2003,Invalid,south africa,Unknown,Probable scavenging. The boy disappeared while at the beach on January 1st. His decomposed shark-bitten body washed ashore January 17th,Jan,Unknown,M,Unspecified,14.0
670,2002.12.24,2002,Unprovoked,south africa,Snorkeling,Forearms lacerated,Dec,N,M,White,25.0
671,2002.12.16,2002,Unprovoked,australia,Swimming,FATAL,Dec,Y,M,Bull,23.0
672,2002.11.28.a,2002,Unprovoked,usa,Body boarding,Both legs severely lacerated,Nov,N,M,White,48.0
673,2002.11.17,2002,Unprovoked,usa,Swimming,Right shoulder forarm & wrist bitten,Nov,N,F,Grey,34.0
674,2002.11.14,2002,Unprovoked,turks & caicos,Snorkeling,"Right upper am, shoulder & back severely  bitten",Nov,N,F,Unspecified,41.0
675,2002.11.11,2002,Unprovoked,usa,Surfing,1.5-inch laceration,Nov,N,M,Unspecified,21.0
676,2002.11.02,2002,Unprovoked,usa,Boogie boarding,Puncture wounds on right foot,Nov,N,M,Unspecified,16.0
